,corr,names,name,corrnames
3821,"3342,3371,3579,3059,3441",Birdy (1984);;Bound for Glory (1976);;I Dreamed of Africa (2000);;British Intelligence (1940);;Red Dawn (1984),Nutty Professor II: The Klumps (2000),Birdy (1984);;Bound for Glory (1976);;I Dreamed of Africa (2000);;British Intelligence (1940);;Red Dawn (1984)
3822,"3626,2944,2362,3667,3509","8 1/2 Women (1999);;Dirty Dozen, The (1967);;Glen or Glenda (1953);;Rent-A-Cop (1988);;Black and White (1999)","Girl on the Bridge, The (La Fille sur le Pont) (1999)","8 1/2 Women (1999);;Dirty Dozen, The (1967);;Glen or Glenda (1953);;Rent-A-Cop (1988);;Black and White (1999)"
3823,"1240,2944,3060,3574,3626","Terminator, The (1984);;Dirty Dozen, The (1967);;Commitments, The (1991);;Carnosaur 3: Primal Species (1996);;8 1/2 Women (1999)",Wonderland (1999),"Terminator, The (1984);;Dirty Dozen, The (1967);;Commitments, The (1991);;Carnosaur 3: Primal Species (1996);;8 1/2 Women (1999)"
3824,"3662,3308,3615,3625,3602","Puppet Master III: Toulon's Revenge (1991);;Flamingo Kid, The (1984);;Dinosaur (2000);;Better Living Through Circuitry (1999);;G. I. Blues (1960)",Autumn in New York (2000),"Puppet Master III: Toulon's Revenge (1991);;Flamingo Kid, The (1984);;Dinosaur (2000);;Better Living Through Circuitry (1999);;G. I. Blues (1960)"
3825,"3308,3582,3371,3602,2231","Flamingo Kid, The (1984);;Jails, Hospitals & Hip-Hop (2000);;Bound for Glory (1976);;G. I. Blues (1960);;Rounders (1998)",Coyote Ugly (2000),"Flamingo Kid, The (1984);;Jails, Hospitals & Hip-Hop (2000);;Bound for Glory (1976);;G. I. Blues (1960);;Rounders (1998)"
3826,"3319,2212,2485,3624,3612","Judy Berlin (1999);;Man Who Knew Too Much, The (1934);;She's All That (1999);;Shanghai Noon (2000);;Slipper and the Rose, The (1976)",Hollow Man (2000),"Judy Berlin (1999);;Man Who Knew Too Much, The (1934);;She's All That (1999);;Shanghai Noon (2000);;Slipper and the Rose, The (1976)"
3827,"3668,3215,3243,3632,3664",Romeo and Juliet (1968);;Voyage of the Damned (1976);;Encino Man (1992);;Monsieur Verdoux (1947);;Puppet Master 5: The Final Chapter (1994),Space Cowboys (2000),Romeo and Juliet (1968);;Voyage of the Damned (1976);;Encino Man (1992);;Monsieur Verdoux (1947);;Puppet Master 5: The Final Chapter (1994)
3828,"2508,2268,138,1652,3055","Breaks, The (1999);;Few Good Men, A (1992);;Neon Bible, The (1995);;Year of the Horse (1997);;Felicia's Journey (1999)",Better Living (1998),"Breaks, The (1999);;Few Good Men, A (1992);;Neon Bible, The (1995);;Year of the Horse (1997);;Felicia's Journey (1999)"
3830,"1644,2628,2019,303,2304","I Know What You Did Last Summer (1997);;Star Wars: Episode I - The Phantom Menace (1999);;Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954);;Quick and the Dead, The (1995);;Love Is the Devil (1998)",Psycho Beach Party (2000),"I Know What You Did Last Summer (1997);;Star Wars: Episode I - The Phantom Menace (1999);;Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954);;Quick and the Dead, The (1995);;Love Is the Devil (1998)"
3831,"3060,3668,2378,3610,3614","Commitments, The (1991);;Romeo and Juliet (1968);;Police Academy (1984);;Roustabout (1964);;Honeymoon in Vegas (1992)",Saving Grace (2000),"Commitments, The (1991);;Romeo and Juliet (1968);;Police Academy (1984);;Roustabout (1964);;Honeymoon in Vegas (1992)"
3832,"3593,3485,2983,3390,3205","Battlefield Earth (2000);;Autopsy (Macchie Solari) (1975);;Ipcress File, The (1965);;Shanghai Surprise (1986);;Black Sunday (La Maschera Del Demonio) (1960)","Black Sabbath (Tre Volti Della Paura, I) (1963)","Battlefield Earth (2000);;Autopsy (Macchie Solari) (1975);;Ipcress File, The (1965);;Shanghai Surprise (1986);;Black Sunday (La Maschera Del Demonio) (1960)"
3833,"635,106,3480,133,2617","Family Thing, A (1996);;Nobody Loves Me (Keiner liebt mich) (1994);;Lucas (1986);;Nueba Yol (1995);;Mummy, The (1999)","Brain That Wouldn't Die, The (1962)","Family Thing, A (1996);;Nobody Loves Me (Keiner liebt mich) (1994);;Lucas (1986);;Nueba Yol (1995);;Mummy, The (1999)"
3834,"2051,3526,2641,3490,3489",Herbie Goes to Monte Carlo (1977);;Parenthood (1989);;Superman II (1980);;Horror Express (1972);;Hook (1991),Bronco Billy (1980),Herbie Goes to Monte Carlo (1977);;Parenthood (1989);;Superman II (1980);;Horror Express (1972);;Hook (1991)
3835,"128,188,1358,2818,1918","Jupiter's Wife (1994);;Prophecy, The (1995);;Sling Blade (1996);;Iron Eagle IV (1995);;Lethal Weapon 4 (1998)","Crush, The (1993)","Jupiter's Wife (1994);;Prophecy, The (1995);;Sling Blade (1996);;Iron Eagle IV (1995);;Lethal Weapon 4 (1998)"
3836,"3220,3162,2684,2683,3405","Night Tide (1961);;Simpatico (1999);;Taxman (1999);;Austin Powers: The Spy Who Shagged Me (1999);;Night to Remember, A (1958)",Kelly's Heroes (1970),"Night Tide (1961);;Simpatico (1999);;Taxman (1999);;Austin Powers: The Spy Who Shagged Me (1999);;Night to Remember, A (1958)"
3837,"2778,3420,2244,3560,3389","Never Talk to Strangers (1995);;...And Justice for All (1979);;Allnighter, The (1987);;Phantom Love (Ai No Borei) (1978);;Let's Get Harry (1986)",Phantasm II (1988),"Never Talk to Strangers (1995);;...And Justice for All (1979);;Allnighter, The (1987);;Phantom Love (Ai No Borei) (1978);;Let's Get Harry (1986)"
3838,"3559,3386,3387,3388,2296","Limelight (1952);;JFK (1991);;Who's Harry Crumb? (1989);;Harry and the Hendersons (1987);;Night at the Roxbury, A (1998)",Phantasm III: Lord of the Dead (1994),"Limelight (1952);;JFK (1991);;Who's Harry Crumb? (1989);;Harry and the Hendersons (1987);;Night at the Roxbury, A (1998)"
3839,"3500,3558,725,1691,2955","Mr. Saturday Night (1992);;Law, The (Le Legge) (1958);;Great White Hype, The (1996);;Penitentiary II (1982)",Phantasm IV: Oblivion (1998),"Mr. Saturday Night (1992);;Law, The (Le Legge) (1958);;Great White Hype, The (1996);;Penitentiary II (1982)"
3840,"3557,3416,3420,2665,2249","Jennifer 8 (1992);;Trial, The (Le Procès) (1963);;...And Justice for All (1979);;Earth Vs. the Flying Saucers (1956);;My Blue Heaven (1990)",Pumpkinhead (1988),"Jennifer 8 (1992);;Trial, The (Le Procès) (1963);;...And Justice for All (1979);;Earth Vs. the Flying Saucers (1956);;My Blue Heaven (1990)"
3841,"3434,404,3429,20,3439",Death Wish V: The Face of Death (1994);;Brother Minister: The Assassination of Malcolm X (1994);;Creature Comforts (1990);;Money Train (1995);;Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Air America (1990),Death Wish V: The Face of Death (1994);;Brother Minister: The Assassination of Malcolm X (1994);;Creature Comforts (1990);;Money Train (1995);;Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
3842,"0,0,0,0,0",,Make Them Die Slowly (Cannibal Ferox) (1980),
3843,"2774,2642,2955,3418,2549",Better Than Chocolate (1999);;Superman III (1983);;Penitentiary II (1982);;Thelma & Louise (1991);;Wing Commander (1999),Sleepaway Camp (1983),Better Than Chocolate (1999);;Superman III (1983);;Penitentiary II (1982);;Thelma & Louise (1991);;Wing Commander (1999)
3844,"2220,2505,767,213,3261","Manxman, The (1929);;8MM (1999);;Grass Harp, The (1995);;Burnt By the Sun (Utomlyonnye solntsem) (1994);;Singles (1992)",Steel Magnolias (1989),"Manxman, The (1929);;8MM (1999);;Grass Harp, The (1995);;Burnt By the Sun (Utomlyonnye solntsem) (1994);;Singles (1992)"
3845,"2716,2978,2876,1727,3180","Ghostbusters (1984);;Three to Tango (1999);;Thumbelina (1994);;Horse Whisperer, The (1998);;Play it to the Bone (1999)",And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),"Ghostbusters (1984);;Three to Tango (1999);;Thumbelina (1994);;Horse Whisperer, The (1998);;Play it to the Bone (1999)"
3846,"2155,2796,2863,2200,360","Slums of Beverly Hills, The (1998);;Funny Farm (1988);;Hard Day's Night, A (1964);;Under Capricorn (1949);;I Love Trouble (1994)",Easy Money (1983),"Slums of Beverly Hills, The (1998);;Funny Farm (1988);;Hard Day's Night, A (1964);;Under Capricorn (1949);;I Love Trouble (1994)"
3847,"3593,3485,2983,2955,722","Battlefield Earth (2000);;Autopsy (Macchie Solari) (1975);;Ipcress File, The (1965);;Penitentiary II (1982);;Haunted World of Edward D. Wood Jr., The (1995)","Ilsa, She Wolf of the SS (1974)","Battlefield Earth (2000);;Autopsy (Macchie Solari) (1975);;Ipcress File, The (1965);;Penitentiary II (1982);;Haunted World of Edward D. Wood Jr., The (1995)"
3848,"1517,98,731,659,1680",Austin Powers: International Man of Mystery (1997);;Shopping (1994);;Heaven's Prisoners (1996);;Purple Noon (1960);;Sliding Doors (1998),Silent Fall (1994),Austin Powers: International Man of Mystery (1997);;Shopping (1994);;Heaven's Prisoners (1996);;Purple Noon (1960);;Sliding Doors (1998)
3849,"985,854,3366,2017,3501","Small Wonders (1996);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Where Eagles Dare (1969);;Babes in Toyland (1961);;Murphy's Romance (1985)","Spiral Staircase, The (1946)","Small Wonders (1996);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Where Eagles Dare (1969);;Babes in Toyland (1961);;Murphy's Romance (1985)"
3850,"3443,3525,2031,678,3056","Born American (1986);;Bachelor Party (1984);;$1,000,000 Duck (1971);;Some Folks Call It a Sling Blade (1993);;Oxygen (1999)",Whatever Happened to Aunt Alice? (1969),"Born American (1986);;Bachelor Party (1984);;$1,000,000 Duck (1971);;Some Folks Call It a Sling Blade (1993);;Oxygen (1999)"
3851,"49,2248,904,330,551","When Night Is Falling (1995);;Say Anything... (1989);;Rear Window (1954);;Tales from the Hood (1995);;Nightmare Before Christmas, The (1993)",I'm the One That I Want (2000),"When Night Is Falling (1995);;Say Anything... (1989);;Rear Window (1954);;Tales from the Hood (1995);;Nightmare Before Christmas, The (1993)"
3852,"3610,3668,3614,3060,3627","Roustabout (1964);;Romeo and Juliet (1968);;Honeymoon in Vegas (1992);;Commitments, The (1991);;Carnival of Souls (1962)","Tao of Steve, The (2000)","Roustabout (1964);;Romeo and Juliet (1968);;Honeymoon in Vegas (1992);;Commitments, The (1991);;Carnival of Souls (1962)"
3853,"3035,631,3594,2880,3250",Mister Roberts (1955);;All Dogs Go to Heaven 2 (1996);;Center Stage (2000);;Operation Condor 2 (Longxiong hudi) (1990);;Alive (1993),"Tic Code, The (1998)",Mister Roberts (1955);;All Dogs Go to Heaven 2 (1996);;Center Stage (2000);;Operation Condor 2 (Longxiong hudi) (1990);;Alive (1993)
3854,"2391,1925,2837,1568,1324","Simple Plan, A (1998);;Wings (1927);;Bedrooms & Hallways (1998);;MURDER and murder (1996);;Amityville: Dollhouse (1996)",Aimée & Jaguar (1999),"Simple Plan, A (1998);;Wings (1927);;Bedrooms & Hallways (1998);;MURDER and murder (1996);;Amityville: Dollhouse (1996)"
3855,"1540,2944,2369,1250,3667","Dirty Dozen, The (1967);;Desperately Seeking Susan (1985);;Bridge on the River Kwai, The (1957);;Rent-A-Cop (1988)","Affair of Love, An (Une Liaison Pornographique) (1999)","Dirty Dozen, The (1967);;Desperately Seeking Susan (1985);;Bridge on the River Kwai, The (1957);;Rent-A-Cop (1988)"
3857,"272,904,2248,973,133","Madness of King George, The (1994);;Rear Window (1954);;Say Anything... (1989);;Meet John Doe (1941);;Nueba Yol (1995)",Bless the Child (2000),"Madness of King George, The (1994);;Rear Window (1954);;Say Anything... (1989);;Meet John Doe (1941);;Nueba Yol (1995)"
3858,"3508,2365,1397,1418,749","Outlaw Josey Wales, The (1976);;King Kong vs. Godzilla (Kingukongu tai Gojira) (1962);;Bastard Out of Carolina (1996);;Man from Down Under, The (1943)",Cecil B. Demented (2000),"Outlaw Josey Wales, The (1976);;King Kong vs. Godzilla (Kingukongu tai Gojira) (1962);;Bastard Out of Carolina (1996);;Man from Down Under, The (1943)"
3859,"1020,3517,157,533,263","Cool Runnings (1993);;Bells, The (1926);;Canadian Bacon (1994);;Shadow, The (1994);;Ladybird Ladybird (1994)","Eyes of Tammy Faye, The (2000)","Cool Runnings (1993);;Bells, The (1926);;Canadian Bacon (1994);;Shadow, The (1994);;Ladybird Ladybird (1994)"
3860,"1415,120,762,2463,1979","Thieves (Voleurs, Les) (1996);;Race the Sun (1996);;Striptease (1996);;Ruthless People (1986);;Friday the 13th Part VI: Jason Lives (1986)","Opportunists, The (1999)","Thieves (Voleurs, Les) (1996);;Race the Sun (1996);;Striptease (1996);;Ruthless People (1986);;Friday the 13th Part VI: Jason Lives (1986)"
3861,"3441,3342,3029,3659,2625",Red Dawn (1984);;Birdy (1984);;Nighthawks (1981);;Quatermass II (1957);;Black Mask (Hak hap) (1996),"Replacements, The (2000)",Red Dawn (1984);;Birdy (1984);;Nighthawks (1981);;Quatermass II (1957);;Black Mask (Hak hap) (1996)
3862,"1677,1837,116,55,1690","Critical Care (1997);;Odd Couple II, The (1998);;Anne Frank Remembered (1995);;Georgia (1995);;Alien: Resurrection (1997)",About Adam (2000),"Critical Care (1997);;Odd Couple II, The (1998);;Anne Frank Remembered (1995);;Georgia (1995);;Alien: Resurrection (1997)"
3863,"3610,2936,2649,3268,1576",Roustabout (1964);;Sullivan's Travels (1942);;Son of Frankenstein (1939);;Stop! Or My Mom Will Shoot (1992),"Cell, The (2000)",Roustabout (1964);;Sullivan's Travels (1942);;Son of Frankenstein (1939);;Stop! Or My Mom Will Shoot (1992)
3864,"3308,3638,3029,3662,3342","Flamingo Kid, The (1984);;Moonraker (1979);;Nighthawks (1981);;Puppet Master III: Toulon's Revenge (1991);;Birdy (1984)",Godzilla 2000 (Gojira ni-sen mireniamu) (1999),"Flamingo Kid, The (1984);;Moonraker (1979);;Nighthawks (1981);;Puppet Master III: Toulon's Revenge (1991);;Birdy (1984)"
3865,"3026,708,1853,2521,551","Slaughterhouse (1987);;Truth About Cats & Dogs, The (1996);;Alan Smithee Film: Burn Hollywood Burn, An (1997);;Airport 1975 (1974);;Nightmare Before Christmas, The (1993)","Original Kings of Comedy, The (2000)","Slaughterhouse (1987);;Truth About Cats & Dogs, The (1996);;Alan Smithee Film: Burn Hollywood Burn, An (1997);;Airport 1975 (1974);;Nightmare Before Christmas, The (1993)"
3866,"1246,3616,3037,3411,619",Dead Poets Society (1989);;Loser (2000);;Little Big Man (1970);;Babymother (1998);;Ed (1996),Sunset Strip (2000),Dead Poets Society (1989);;Loser (2000);;Little Big Man (1970);;Babymother (1998);;Ed (1996)
3867,"134,3114,664,3077,1625","Sonic Outlaws (1995);;Toy Story 2 (1999);;Faithful (1996);;42 Up (1998);;Game, The (1997)",All the Rage (a.k.a. It's the Rage) (1999),"Sonic Outlaws (1995);;Toy Story 2 (1999);;Faithful (1996);;42 Up (1998);;Game, The (1997)"
3868,"3587,2557,2558,359,2561",Inferno (1980);;I Stand Alone (Seul contre tous) (1998);;Forces of Nature (1999);;I Like It Like That (1994);;True Crime (1999),"Naked Gun: From the Files of Police Squad!, The (1988)",Inferno (1980);;I Stand Alone (Seul contre tous) (1998);;Forces of Nature (1999);;I Like It Like That (1994);;True Crime (1999)
3869,"359,3586,2558,450,1433","I Like It Like That (1994);;Idolmaker, The (1980);;Forces of Nature (1999);;With Honors (1994);;Machine, The (1994)","Naked Gun 2 1/2: The Smell of Fear, The (1991)","I Like It Like That (1994);;Idolmaker, The (1980);;Forces of Nature (1999);;With Honors (1994);;Machine, The (1994)"
3870,"2794,3182,2824,1058,2401",European Vacation (1985);;Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999);;On the Ropes (1999);;Bitter Sugar (Azucar Amargo) (1996);;Pale Rider (1985),Our Town (1940),European Vacation (1985);;Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999);;On the Ropes (1999);;Bitter Sugar (Azucar Amargo) (1996);;Pale Rider (1985)
3871,"1175,3103,3106,3200,3591","Delicatessen (1991);;Stanley & Iris (1990);;Come See the Paradise (1990);;Last Detail, The (1973);;Mr. Mom (1983)",Shane (1953),"Delicatessen (1991);;Stanley & Iris (1990);;Come See the Paradise (1990);;Last Detail, The (1973);;Mr. Mom (1983)"
3872,"1737,1745,3290,3208,2924",Soft Toilet Seats (1999);;Loaded Weapon 1 (1993);;Drunken Master (Zui quan) (1979),"Suddenly, Last Summer (1959)",Soft Toilet Seats (1999);;Loaded Weapon 1 (1993);;Drunken Master (Zui quan) (1979)
3873,"3589,3556,2831,2793,2026","Kill, Baby... Kill! (Operazione Paura) (1966);;Virgin Suicides, The (1999);;Dog of Flanders, A (1999);;American Werewolf in Paris, An (1997);;Disturbing Behavior (1998)",Cat Ballou (1965),"Kill, Baby... Kill! (Operazione Paura) (1966);;Virgin Suicides, The (1999);;Dog of Flanders, A (1999);;American Werewolf in Paris, An (1997);;Disturbing Behavior (1998)"
3874,"987,263,2878,1925,2938",Bliss (1997);;Ladybird Ladybird (1994);;Hell Night (1981);;Wings (1927);;Man Facing Southeast (Hombre Mirando al Sudeste) (1986),"Couch in New York, A (1996)",Bliss (1997);;Ladybird Ladybird (1994);;Hell Night (1981);;Wings (1927);;Man Facing Southeast (Hombre Mirando al Sudeste) (1986)
3875,"3485,2983,3205,3552,3390","Autopsy (Macchie Solari) (1975);;Ipcress File, The (1965);;Black Sunday (La Maschera Del Demonio) (1960);;Caddyshack (1980);;Shanghai Surprise (1986)","Devil Rides Out, The (1968)","Autopsy (Macchie Solari) (1975);;Ipcress File, The (1965);;Black Sunday (La Maschera Del Demonio) (1960);;Caddyshack (1980);;Shanghai Surprise (1986)"
3876,"631,3114,3077,2977,2962",All Dogs Go to Heaven 2 (1996);;Toy Story 2 (1999);;42 Up (1998);;Crazy in Alabama (1999);;Fever Pitch (1997),Jerry & Tom (1998),All Dogs Go to Heaven 2 (1996);;Toy Story 2 (1999);;42 Up (1998);;Crazy in Alabama (1999);;Fever Pitch (1997)
3877,"2157,2206,2412,2413,2305","Chambermaid on the Titanic, The (1998);;Suspicion (1941);;Rocky V (1990);;Clue (1985);;Slam (1998)",Supergirl (1984),"Chambermaid on the Titanic, The (1998);;Suspicion (1941);;Rocky V (1990);;Clue (1985);;Slam (1998)"
3878,"2436,2433,1522,1889,3504","Tea with Mussolini (1999);;Civil Action, A (1998);;Ripe (1996);;Insomnia (1997);;Network (1976)",X: The Unknown (1956),"Tea with Mussolini (1999);;Civil Action, A (1998);;Ripe (1996);;Insomnia (1997);;Network (1976)"
3879,"3308,3615,3467,3545,3661","Flamingo Kid, The (1984);;Dinosaur (2000);;Hud (1963);;Cabaret (1972);;Puppet Master II (1990)","Art of War, The (2000)","Flamingo Kid, The (1984);;Dinosaur (2000);;Hud (1963);;Cabaret (1972);;Puppet Master II (1990)"
3880,"1505,2591,713,689,1510","Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998);;Of Love and Shadows (1994);;Brother's Kiss, A (1997)","Ballad of Ramblin' Jack, The (2000)","Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998);;Of Love and Shadows (1994);;Brother's Kiss, A (1997)"
3881,"1355,2345,434,3185,691",Nightwatch (1997);;Desert Bloom (1986);;Cliffhanger (1993);;Snow Falling on Cedars (1999);;Mrs. Winterbourne (1996),Bittersweet Motel (2000),Nightwatch (1997);;Desert Bloom (1986);;Cliffhanger (1993);;Snow Falling on Cedars (1999);;Mrs. Winterbourne (1996)
3882,"3320,3631,2269,3664,3507","Mifune (Mifunes sidste sang) (1999);;It's in the Water (1998);;Indecent Proposal (1993);;Puppet Master 5: The Final Chapter (1994);;Odd Couple, The (1968)",Bring It On (2000),"Mifune (Mifunes sidste sang) (1999);;It's in the Water (1998);;Indecent Proposal (1993);;Puppet Master 5: The Final Chapter (1994);;Odd Couple, The (1968)"
